"id","Gender","Age","Region_Code","Vehicle_Age","Vehicle_Damage","Annual_Premium","Vintage","Response"
126300,"Female",61,"28","> 2 Years","Yes",32735,249,0
118005,"Female",21,"8","< 1 Year","No",37493,220,0
25160,"Male",41,"30","1-2 Year","No",2630,289,0
224089,"Male",44,"3","1-2 Year","No",21991,221,0
251593,"Female",53,"8","1-2 Year","No",2630,79,0
300021,"Male",45,"28","> 2 Years","Yes",37697,206,0
205945,"Female",43,"28","1-2 Year","Yes",49339,213,0
65257,"Male",40,"28","1-2 Year","No",45209,241,0
259231,"Female",20,"8","< 1 Year","No",40489,298,0
183163,"Male",65,"28","1-2 Year","No",56294,85,0
142620,"Female",44,"28","1-2 Year","Yes",43269,285,1
180660,"Female",21,"41","< 1 Year","Yes",28360,273,0
73646,"Female",40,"28","1-2 Year","Yes",44581,253,0
292375,"Male",26,"28","< 1 Year","No",36268,261,0
374615,"Female",50,"28","1-2 Year","No",45025,285,0
322669,"Female",23,"28","< 1 Year","No",59259,260,0
227854,"Male",31,"28","1-2 Year","No",36086,35,0
40281,"Female",28,"3","< 1 Year","No",42053,177,0
7335,"Female",39,"28","1-2 Year","No",35284,197,0
96645,"Male",40,"28","1-2 Year","No",2630,26,0
302967,"Male",62,"28","1-2 Year","Yes",50627,289,1
267244,"Female",22,"46","< 1 Year","Yes",30630,102,0
237514,"Male",41,"28","1-2 Year","Yes",35876,198,1
46689,"Male",29,"28","< 1 Year","No",35617,128,0
196787,"Male",23,"28","< 1 Year","No",85479,172,0
331844,"Female",21,"50","< 1 Year","Yes",34898,46,0
223588,"Male",49,"46","1-2 Year","Yes",32411,52,1
33051,"Male",21,"28","1-2 Year","Yes",44360,11,0
344508,"Female",27,"28","1-2 Year","Yes",34327,61,1
13293,"Female",48,"28","1-2 Year","Yes",51078,168,1
58190,"Male",43,"28","1-2 Year","No",35080,134,0
288407,"Male",54,"28","1-2 Year","Yes",57500,287,0
365917,"Female",24,"11","< 1 Year","No",26281,109,0
366219,"Female",28,"28","1-2 Year","No",22483,284,0
11191,"Female",25,"28","< 1 Year","No",42598,45,0
41121,"Male",40,"3","1-2 Year","No",20079,281,0
249377,"Female",39,"28","1-2 Year","Yes",37273,183,1
174407,"Male",32,"28","< 1 Year","No",45826,139,0
196650,"Male",24,"28","< 1 Year","No",44764,80,0
312936,"Male",44,"28","1-2 Year","Yes",29049,267,1
114661,"Female",36,"30","1-2 Year","Yes",47855,291,1
224076,"Male",23,"11","< 1 Year","No",34621,79,0
282673,"Female",21,"46","< 1 Year","No",29075,120,0
367308,"Female",41,"28","1-2 Year","No",34789,250,0
111203,"Female",22,"46","< 1 Year","No",45330,251,0
121932,"Male",29,"30","< 1 Year","No",31529,110,0
222192,"Female",30,"8","< 1 Year","No",37894,39,0
271,"Male",62,"8","1-2 Year","Yes",47272,194,0
187392,"Female",22,"8","< 1 Year","Yes",61961,83,0
155094,"Female",59,"30","1-2 Year","No",36023,150,0
275217,"Male",42,"28","1-2 Year","Yes",35967,13,1
45595,"Male",55,"28","1-2 Year","No",2630,195,0
112040,"Male",22,"15","< 1 Year","Yes",41881,142,0
140140,"Female",46,"29","1-2 Year","Yes",45013,183,1
128606,"Male",69,"28","1-2 Year","No",38594,14,0
51743,"Female",29,"28","< 1 Year","No",22343,107,0
99273,"Male",24,"46","< 1 Year","No",28866,76,0
186385,"Male",50,"28","1-2 Year","Yes",32525,292,0
30483,"Male",22,"28","< 1 Year","No",37342,265,0
171685,"Female",67,"28","> 2 Years","Yes",40940,57,0
187231,"Female",26,"8","< 1 Year","Yes",38654,90,0
158459,"Female",76,"29","1-2 Year","No",34474,103,0
170477,"Female",24,"46","< 1 Year","No",28412,13,0
14612,"Female",34,"15","1-2 Year","No",33605,22,0
95933,"Female",21,"28","1-2 Year","Yes",50974,286,0
370844,"Female",51,"8","1-2 Year","Yes",48282,15,0
357595,"Female",26,"28","< 1 Year","No",22438,88,0
270584,"Male",64,"8","1-2 Year","Yes",26231,267,0
74982,"Female",49,"8","1-2 Year","Yes",34177,269,0
20740,"Female",37,"28","1-2 Year","No",28615,210,0
229596,"Male",53,"11","1-2 Year","Yes",32198,144,0
98977,"Female",55,"28","1-2 Year","Yes",2630,51,0
237721,"Male",34,"3","1-2 Year","Yes",46201,244,1
149418,"Female",51,"8","1-2 Year","No",63294,109,0
28805,"Female",33,"28","1-2 Year","Yes",2630,228,0
133818,"Female",54,"41","> 2 Years","Yes",44217,206,0
263375,"Female",46,"28","> 2 Years","Yes",84786,216,0
185071,"Male",23,"46","< 1 Year","Yes",35579,173,0
187062,"Female",24,"15","< 1 Year","Yes",37320,226,1
161176,"Male",25,"30","< 1 Year","No",29599,222,0
292652,"Female",45,"28","1-2 Year","No",36337,163,0
343231,"Male",67,"28","1-2 Year","Yes",2630,78,0
95776,"Male",24,"15","1-2 Year","Yes",30876,220,1
55967,"Male",38,"28","1-2 Year","No",29230,154,1
288904,"Male",25,"50","< 1 Year","No",33416,258,0
36691,"Female",26,"30","< 1 Year","No",32080,254,0
347614,"Male",30,"8","< 1 Year","Yes",45082,250,0
338604,"Female",48,"28","1-2 Year","No",64092,265,0
330031,"Male",33,"28","< 1 Year","Yes",27321,287,0
194619,"Female",42,"28","1-2 Year","Yes",33931,159,0
187979,"Female",46,"28","1-2 Year","Yes",38891,273,1
84935,"Female",40,"8","1-2 Year","Yes",46935,290,1
140763,"Male",22,"46","< 1 Year","No",44321,47,0
86113,"Female",23,"8","< 1 Year","No",50633,180,0
57712,"Female",22,"30","< 1 Year","No",23544,109,0
330495,"Male",44,"28","1-2 Year","No",28596,139,0
119087,"Female",51,"28","1-2 Year","Yes",26383,58,0
53782,"Male",30,"8","< 1 Year","Yes",39746,293,1
319188,"Male",61,"11","1-2 Year","Yes",21209,130,0
133177,"Female",25,"28","< 1 Year","Yes",64542,172,0
169999,"Female",65,"28","1-2 Year","No",28067,270,0
51201,"Male",50,"28","> 2 Years","Yes",32415,269,0
101115,"Male",48,"8","1-2 Year","Yes",26122,50,0
120666,"Male",51,"15","1-2 Year","No",43074,260,0
247354,"Female",27,"3","< 1 Year","No",2630,209,0
267194,"Male",29,"28","< 1 Year","Yes",33534,123,1
242354,"Female",27,"11","< 1 Year","No",30930,173,0
200316,"Male",52,"30","1-2 Year","Yes",2630,186,0
20084,"Male",31,"29","< 1 Year","No",29770,81,0
233515,"Female",26,"30","< 1 Year","No",32881,203,0
123532,"Male",23,"15","< 1 Year","Yes",20187,199,0
110648,"Male",26,"3","1-2 Year","Yes",2630,91,0
184277,"Female",24,"46","< 1 Year","No",2630,231,0
75304,"Male",43,"28","1-2 Year","Yes",59736,210,0
127619,"Female",25,"41","< 1 Year","No",28693,278,0
153690,"Female",58,"28","1-2 Year","No",33749,32,0
244503,"Male",25,"28","< 1 Year","No",43053,97,0
271075,"Male",25,"28","< 1 Year","No",52840,79,0
249568,"Male",53,"28","1-2 Year","No",32223,161,0
67134,"Female",52,"29","1-2 Year","No",32547,140,0
193742,"Female",21,"11","1-2 Year","No",29979,225,0
107717,"Male",30,"41","< 1 Year","No",20208,96,0
246300,"Male",29,"50","< 1 Year","No",33813,73,0
260134,"Male",55,"29","1-2 Year","No",25791,28,0
26807,"Female",25,"3","< 1 Year","No",25064,84,0
294016,"Male",24,"28","1-2 Year","Yes",2630,83,0
306057,"Male",57,"28","1-2 Year","No",38268,176,0
339589,"Female",42,"28","1-2 Year","Yes",40724,263,0
244335,"Female",25,"3","< 1 Year","Yes",2630,298,1
39278,"Male",23,"11","< 1 Year","No",35698,293,0
317562,"Female",36,"28","1-2 Year","Yes",2630,111,0
120938,"Male",52,"28","> 2 Years","Yes",45461,295,0
269244,"Male",23,"50","< 1 Year","No",26515,119,0
262877,"Male",42,"29","1-2 Year","Yes",30689,126,0
330343,"Female",20,"46","< 1 Year","Yes",26128,190,0
100805,"Male",65,"29","1-2 Year","No",2630,89,0
337508,"Female",38,"8","1-2 Year","No",27022,114,0
299187,"Female",25,"41","< 1 Year","No",34869,140,0
308767,"Female",54,"28","1-2 Year","Yes",55341,24,0
243378,"Male",71,"28","1-2 Year","Yes",48681,271,0
1492,"Female",54,"28","1-2 Year","Yes",41975,226,0
73015,"Male",22,"29","< 1 Year","No",36579,44,0
189147,"Male",24,"28","< 1 Year","No",34625,89,0
265055,"Male",45,"28","1-2 Year","Yes",35348,77,0
123759,"Male",25,"15","< 1 Year","No",26676,183,0
185976,"Male",40,"29","1-2 Year","No",32090,44,0
25228,"Female",64,"28","1-2 Year","No",35502,288,0
185368,"Male",39,"28","1-2 Year","Yes",121321,225,0
261886,"Female",41,"28","1-2 Year","Yes",50002,199,0
190736,"Female",37,"28","1-2 Year","No",46822,71,0
59528,"Male",37,"28","1-2 Year","Yes",2630,198,1
61376,"Female",30,"28","< 1 Year","Yes",37098,92,1
261845,"Male",31,"15","< 1 Year","No",26217,197,0
251626,"Female",24,"8","< 1 Year","Yes",49905,88,0
24012,"Female",44,"28","1-2 Year","Yes",39106,42,0
288086,"Female",28,"15","< 1 Year","No",36261,209,0
333626,"Female",24,"30","< 1 Year","No",33103,289,0
51139,"Male",51,"28","1-2 Year","Yes",57167,178,0
253708,"Male",21,"46","< 1 Year","No",54463,291,1
368358,"Male",40,"46","1-2 Year","Yes",29565,198,0
40544,"Female",20,"3","< 1 Year","Yes",27845,96,0
73522,"Male",25,"15","< 1 Year","No",31656,31,0
264038,"Male",39,"28","1-2 Year","No",33452,63,0
200740,"Female",27,"41","< 1 Year","No",19588,180,0
351417,"Female",21,"15","< 1 Year","Yes",30486,94,0
245393,"Female",39,"3","1-2 Year","No",20008,24,0
301362,"Male",47,"30","1-2 Year","No",25199,249,0
253918,"Male",57,"28","1-2 Year","Yes",35109,52,1
202489,"Female",21,"30","< 1 Year","No",26651,170,0
114382,"Male",55,"28","1-2 Year","Yes",34647,51,1
360952,"Male",31,"8","< 1 Year","Yes",29477,160,0
236522,"Male",44,"28","1-2 Year","No",31197,103,0
11848,"Male",24,"46","< 1 Year","No",40161,282,0
172535,"Male",76,"8","1-2 Year","Yes",71180,131,0
233537,"Male",51,"28","1-2 Year","Yes",41912,69,0
311915,"Male",40,"28","1-2 Year","Yes",31474,169,0
292633,"Male",63,"8","1-2 Year","No",25448,35,0
190807,"Female",44,"28","1-2 Year","No",46821,254,0
295844,"Male",72,"28","1-2 Year","No",69453,184,0
373883,"Male",25,"41","< 1 Year","No",28948,274,0
308742,"Female",48,"8","1-2 Year","Yes",47996,259,0
323110,"Male",40,"28","1-2 Year","Yes",41184,191,0
12244,"Female",27,"30","< 1 Year","No",24523,100,0
1440,"Female",61,"28","1-2 Year","Yes",44815,83,0
340235,"Female",61,"28","1-2 Year","Yes",40703,72,0
22128,"Male",24,"8","< 1 Year","No",28448,163,0
309977,"Female",54,"8","1-2 Year","Yes",44377,121,1
245037,"Male",44,"30","1-2 Year","Yes",20610,116,0
35366,"Female",41,"8","1-2 Year","Yes",33688,204,1
245085,"Male",24,"50","< 1 Year","Yes",44191,161,0
165438,"Female",22,"28","< 1 Year","No",42231,93,0
182642,"Male",50,"28","1-2 Year","Yes",28935,216,0
365043,"Male",41,"28","1-2 Year","No",36922,63,0
327222,"Male",21,"15","< 1 Year","Yes",26052,126,0
51769,"Female",46,"28","1-2 Year","No",43725,58,0
165732,"Female",45,"28","1-2 Year","No",54817,232,0
41732,"Male",25,"29","< 1 Year","No",37591,280,0
186437,"Male",22,"46","< 1 Year","No",47580,62,0
324445,"Female",63,"28","1-2 Year","Yes",2630,57,0
295848,"Male",41,"8","1-2 Year","Yes",36118,287,1
304024,"Male",57,"28","1-2 Year","No",31991,243,0
190709,"Male",36,"28","> 2 Years","Yes",32309,63,0
48239,"Male",49,"28","1-2 Year","Yes",34026,209,0
103329,"Female",21,"30","< 1 Year","No",39022,253,0
6445,"Male",56,"28","1-2 Year","Yes",31415,240,1
337227,"Male",31,"28","< 1 Year","No",33687,266,0
94833,"Female",43,"30","1-2 Year","No",47697,234,0
292031,"Male",43,"28","1-2 Year","No",40335,290,0
215345,"Female",51,"28","1-2 Year","Yes",2630,64,1
23789,"Male",62,"46","1-2 Year","Yes",26823,290,0
75032,"Male",22,"8","< 1 Year","Yes",30605,183,0
128627,"Female",23,"30","< 1 Year","No",28501,53,0
203637,"Female",39,"3","1-2 Year","Yes",29933,130,0
190502,"Male",50,"8","1-2 Year","No",37256,148,0
352244,"Male",39,"28","1-2 Year","No",48062,48,0
57389,"Female",47,"41","1-2 Year","No",37535,278,0
20227,"Female",33,"41","< 1 Year","No",36500,121,0
156843,"Female",29,"50","< 1 Year","No",29326,154,0
243203,"Male",22,"8","< 1 Year","No",57659,13,0
239245,"Male",43,"28","1-2 Year","No",59681,44,0
325558,"Female",23,"30","< 1 Year","No",26427,70,0
25788,"Female",74,"28","1-2 Year","No",46137,176,0
31644,"Male",60,"28","> 2 Years","Yes",37442,263,0
76027,"Male",41,"28","1-2 Year","Yes",37953,162,0
66706,"Male",22,"50","< 1 Year","Yes",32031,36,0
238811,"Female",53,"46","1-2 Year","Yes",2630,270,1
211753,"Female",22,"30","< 1 Year","No",24238,26,0
347990,"Female",21,"46","< 1 Year","Yes",26327,77,0
321795,"Male",21,"30","< 1 Year","No",20306,101,0
45155,"Male",57,"8","1-2 Year","Yes",36822,117,0
189079,"Male",38,"8","1-2 Year","Yes",28768,198,1
305568,"Female",22,"28","< 1 Year","No",47516,294,0
132398,"Male",52,"28","1-2 Year","Yes",44642,208,0
190271,"Male",24,"11","< 1 Year","No",36668,272,0
35699,"Male",32,"41","< 1 Year","No",22123,226,0
209634,"Male",80,"28","1-2 Year","Yes",49420,57,0
142434,"Male",21,"41","< 1 Year","No",42323,285,0
32871,"Female",50,"8","1-2 Year","Yes",26615,264,1
351005,"Male",23,"29","< 1 Year","No",51650,240,0
357728,"Male",76,"29","1-2 Year","Yes",32597,53,0
362091,"Male",23,"8","< 1 Year","No",88328,251,0
160762,"Male",57,"8","1-2 Year","Yes",36422,284,0
254536,"Male",41,"8","1-2 Year","No",51246,215,0
281329,"Male",60,"28","1-2 Year","Yes",50303,85,0
83428,"Male",39,"28","1-2 Year","Yes",37825,91,0
323348,"Female",25,"8","< 1 Year","No",43463,10,0
119436,"Female",40,"28","1-2 Year","Yes",50106,263,0
150508,"Female",69,"46","1-2 Year","No",39466,49,0
327401,"Female",55,"11","1-2 Year","Yes",37305,210,0
121729,"Male",48,"28","1-2 Year","Yes",46869,216,0
321821,"Male",47,"28","1-2 Year","No",34543,171,0
371964,"Female",28,"15","< 1 Year","No",49975,239,0
130894,"Male",54,"46","1-2 Year","Yes",33267,209,1
167090,"Male",43,"8","1-2 Year","No",47973,162,0
107978,"Male",25,"28","< 1 Year","No",29978,84,0
277264,"Male",40,"8","1-2 Year","Yes",38455,103,0
252246,"Female",56,"28","1-2 Year","No",28847,50,0
376734,"Female",23,"11","< 1 Year","No",39745,79,0
59399,"Female",23,"28","< 1 Year","No",34648,174,0
12947,"Female",27,"15","< 1 Year","No",38205,83,0
119798,"Female",30,"50","< 1 Year","No",33381,254,0
122425,"Male",71,"28","1-2 Year","No",39031,22,0
362364,"Male",43,"8","1-2 Year","Yes",40953,172,1
272376,"Female",25,"41","< 1 Year","No",26042,279,0
198624,"Male",45,"29","1-2 Year","Yes",2630,54,1
264806,"Female",38,"28","1-2 Year","Yes",34923,79,0
263753,"Male",69,"8","1-2 Year","No",2630,222,0
205923,"Female",35,"28","1-2 Year","Yes",60591,147,0
299845,"Female",56,"28","1-2 Year","Yes",90446,157,1
351804,"Female",21,"46","< 1 Year","Yes",34821,248,0
38613,"Female",51,"28","1-2 Year","Yes",32844,260,0
283041,"Male",44,"8","1-2 Year","Yes",34662,173,1
132721,"Female",26,"46","< 1 Year","No",25612,125,0
193833,"Male",25,"15","< 1 Year","No",37001,50,0
146198,"Male",46,"28","1-2 Year","Yes",78955,251,0
171961,"Female",24,"30","< 1 Year","No",32938,30,0
142248,"Female",23,"41","< 1 Year","No",60485,268,0
216534,"Female",24,"11","< 1 Year","No",30993,78,0
263898,"Female",35,"15","1-2 Year","No",30756,105,0
52316,"Female",29,"41","< 1 Year","No",18574,280,0
166889,"Male",54,"28","1-2 Year","Yes",2630,224,1
195445,"Male",51,"11","1-2 Year","No",48996,75,0
377129,"Male",39,"28","1-2 Year","Yes",28007,243,1
3669,"Male",42,"28","1-2 Year","Yes",49132,57,0
156672,"Female",24,"30","< 1 Year","No",30888,115,0
98700,"Female",59,"28","1-2 Year","No",54895,294,0
74154,"Female",22,"30","< 1 Year","Yes",33712,36,0
147834,"Male",56,"28","> 2 Years","Yes",45578,89,1
317773,"Male",21,"3","< 1 Year","Yes",36248,204,0
213546,"Female",20,"46","< 1 Year","No",17591,259,0
24274,"Female",21,"8","< 1 Year","No",2630,141,0
236026,"Male",36,"30","1-2 Year","No",28307,78,0
85529,"Male",24,"11","< 1 Year","No",33826,259,1
242900,"Male",43,"8","1-2 Year","Yes",35046,113,0
218174,"Male",42,"15","1-2 Year","Yes",41717,163,0
154212,"Female",23,"28","< 1 Year","No",33435,140,0
155800,"Female",29,"28","< 1 Year","No",25807,261,0
256186,"Male",56,"3","1-2 Year","No",29873,189,0
22353,"Female",46,"3","1-2 Year","Yes",42157,90,0
218070,"Male",80,"28","1-2 Year","Yes",39160,266,0
80986,"Female",21,"8","< 1 Year","Yes",38928,44,0
209788,"Male",45,"41","1-2 Year","Yes",36318,145,1
336103,"Female",45,"28","> 2 Years","Yes",2630,193,1
303159,"Male",65,"28","1-2 Year","No",26737,182,0
271662,"Male",49,"28","1-2 Year","Yes",25515,79,0
176705,"Male",40,"46","1-2 Year","No",33985,127,0
36249,"Female",25,"30","< 1 Year","Yes",32428,209,1
234395,"Male",38,"8","1-2 Year","No",2630,50,0
371978,"Male",52,"28","1-2 Year","Yes",36986,172,0
31989,"Male",45,"28","1-2 Year","Yes",44463,221,0
349695,"Male",54,"28","1-2 Year","Yes",51682,214,0
230079,"Male",22,"50","< 1 Year","No",31688,175,0
280597,"Male",45,"28","> 2 Years","Yes",30102,40,0
184121,"Male",53,"28","1-2 Year","No",56141,198,0
317714,"Female",30,"28","< 1 Year","No",28171,84,0
213680,"Male",52,"46","> 2 Years","Yes",21827,116,0
168559,"Female",22,"30","< 1 Year","No",24715,174,0
354762,"Female",29,"28","< 1 Year","Yes",44014,63,1
236696,"Female",25,"46","< 1 Year","No",23202,11,0
36182,"Male",27,"28","< 1 Year","Yes",79683,141,0
321396,"Male",56,"28","1-2 Year","Yes",2630,261,0
262107,"Male",24,"15","< 1 Year","Yes",35898,97,0
368669,"Female",42,"28","1-2 Year","Yes",38095,227,0
131395,"Female",32,"8","1-2 Year","Yes",54040,41,0
6071,"Male",31,"3","< 1 Year","Yes",32195,275,0
14057,"Male",46,"50","1-2 Year","Yes",30226,288,0
12919,"Male",74,"28","> 2 Years","Yes",46439,227,0
260601,"Female",40,"46","1-2 Year","Yes",2630,220,1
221791,"Male",48,"28","1-2 Year","No",29281,256,0
38734,"Female",32,"8","< 1 Year","Yes",22518,13,0
328515,"Male",46,"28","1-2 Year","Yes",34024,89,1
184751,"Male",25,"15","< 1 Year","No",27759,90,0
352139,"Male",37,"28","1-2 Year","Yes",31613,104,0
276104,"Male",37,"8","1-2 Year","Yes",47266,141,1
159096,"Male",50,"28","> 2 Years","Yes",45259,298,1
28867,"Male",55,"8","1-2 Year","Yes",43964,235,0
28636,"Female",43,"30","1-2 Year","Yes",31434,194,0
297198,"Female",24,"46","< 1 Year","Yes",33780,27,0
80995,"Male",70,"28","1-2 Year","Yes",2630,57,1
127760,"Female",54,"8","1-2 Year","Yes",2630,232,0
196714,"Female",43,"28","1-2 Year","Yes",44540,179,1
186406,"Female",34,"15","1-2 Year","No",2630,244,0
99077,"Male",25,"29","< 1 Year","No",27389,21,0
223844,"Female",32,"46","< 1 Year","Yes",2630,36,0
137377,"Male",45,"28","1-2 Year","Yes",41258,158,0
291301,"Female",45,"29","1-2 Year","No",30035,251,0
12406,"Female",60,"28","1-2 Year","No",45409,28,0
233081,"Male",45,"28","1-2 Year","Yes",37616,58,1
140153,"Female",40,"8","1-2 Year","Yes",2630,189,1
311744,"Female",24,"29","< 1 Year","No",21477,84,0
306976,"Male",52,"28","1-2 Year","No",2630,105,0
99952,"Male",55,"28","1-2 Year","No",2630,49,0
276230,"Male",37,"8","1-2 Year","Yes",31962,260,0
266441,"Female",33,"29","< 1 Year","No",28696,16,0
364740,"Male",43,"8","1-2 Year","No",54826,98,0
164747,"Female",34,"28","1-2 Year","No",2630,119,0
25509,"Female",26,"30","< 1 Year","No",24404,268,0
79739,"Male",26,"3","< 1 Year","No",38077,207,0
132672,"Female",24,"29","< 1 Year","No",29235,277,0
2364,"Male",68,"28","1-2 Year","No",43030,25,0
207036,"Female",57,"41","1-2 Year","Yes",2630,249,0
126384,"Male",56,"28","1-2 Year","No",40078,203,0
235247,"Female",53,"28","1-2 Year","Yes",40790,138,0
231432,"Female",34,"28","1-2 Year","Yes",37543,21,1
35106,"Female",24,"41","< 1 Year","No",31234,31,0
37656,"Female",68,"28","1-2 Year","Yes",43396,182,0
317501,"Female",62,"28","1-2 Year","Yes",43837,169,0
257852,"Male",59,"28","1-2 Year","No",32666,144,0
265074,"Female",41,"41","1-2 Year","No",26519,114,0
284716,"Female",23,"28","1-2 Year","Yes",2630,219,1
82839,"Female",24,"11","< 1 Year","No",29199,192,0
45382,"Male",61,"28","1-2 Year","Yes",35074,33,1
16192,"Female",74,"41","1-2 Year","Yes",24294,159,0
63398,"Male",46,"8","1-2 Year","Yes",26184,150,0
223832,"Female",26,"41","< 1 Year","No",24808,156,0
347977,"Female",24,"8","< 1 Year","No",38082,161,0
305675,"Female",36,"28","1-2 Year","No",42310,267,0
356495,"Female",21,"50","< 1 Year","Yes",18453,123,0
244073,"Male",48,"28","1-2 Year","Yes",43946,44,1
38081,"Female",57,"28","1-2 Year","Yes",55593,13,0
183130,"Female",65,"28","> 2 Years","Yes",39142,286,0
339202,"Female",33,"41","1-2 Year","Yes",33657,299,1
277988,"Male",57,"28","> 2 Years","Yes",37739,114,0
285869,"Female",27,"30","< 1 Year","No",2630,252,0
340923,"Male",22,"30","< 1 Year","No",31305,240,0
255631,"Male",32,"46","< 1 Year","No",2630,278,0
30593,"Female",41,"8","1-2 Year","Yes",42742,210,0
316923,"Male",39,"28","1-2 Year","Yes",36380,162,0
63821,"Male",32,"8","< 1 Year","No",2630,132,0
150043,"Male",73,"28","1-2 Year","Yes",34485,40,0
284282,"Male",61,"28","1-2 Year","No",47890,96,0
313980,"Male",53,"28","1-2 Year","Yes",70592,122,0
287975,"Female",65,"28","1-2 Year","Yes",2630,283,1
126138,"Female",61,"28","1-2 Year","Yes",51355,66,0
275889,"Male",22,"3","< 1 Year","No",40633,30,0
364219,"Male",23,"46","< 1 Year","No",29400,184,0
75148,"Female",38,"30","1-2 Year","No",25561,250,0
226593,"Female",21,"15","< 1 Year","Yes",22891,49,0
961,"Female",20,"30","< 1 Year","No",35192,25,0
335234,"Female",23,"28","1-2 Year","No",36677,183,0
158672,"Male",44,"28","1-2 Year","Yes",2630,112,1
112868,"Male",41,"28","1-2 Year","Yes",39135,25,0
226733,"Male",23,"46","< 1 Year","No",30350,116,0
333974,"Female",21,"29","< 1 Year","No",32323,259,0
313294,"Female",46,"28","1-2 Year","Yes",45454,262,0
22980,"Male",23,"28","< 1 Year","Yes",40591,115,0
326620,"Male",45,"29","1-2 Year","No",44637,23,0
69989,"Female",51,"28","1-2 Year","Yes",23375,182,1
92668,"Male",27,"50","< 1 Year","No",37926,190,0
4511,"Male",56,"8","1-2 Year","No",38090,201,0
90917,"Male",47,"41","1-2 Year","Yes",2630,49,0
374836,"Female",24,"3","< 1 Year","No",23468,215,0
363484,"Female",28,"41","< 1 Year","No",32079,238,0
125936,"Male",46,"28","1-2 Year","No",28684,170,0
77515,"Male",60,"28","1-2 Year","Yes",53902,279,0
372223,"Male",52,"50","1-2 Year","Yes",44106,295,0
3873,"Female",68,"28","1-2 Year","No",47249,244,0
102959,"Female",45,"8","1-2 Year","Yes",42376,101,0
58434,"Male",49,"28","1-2 Year","Yes",39817,263,1
187090,"Male",27,"30","< 1 Year","No",2630,42,0
362070,"Female",31,"28","< 1 Year","Yes",42423,147,0
275202,"Male",73,"28","1-2 Year","Yes",29976,116,0
293216,"Female",38,"28","1-2 Year","No",52738,209,0
380105,"Male",36,"28","1-2 Year","Yes",40851,141,1
346427,"Male",21,"30","< 1 Year","No",27425,85,0
354287,"Male",23,"41","< 1 Year","No",29071,189,0
221012,"Male",62,"28","1-2 Year","Yes",35197,164,0
236753,"Female",26,"28","< 1 Year","No",27874,254,0
357521,"Female",41,"8","1-2 Year","Yes",25521,229,1
342782,"Female",24,"46","< 1 Year","No",31318,122,0
190212,"Male",54,"28","1-2 Year","Yes",69856,292,0
113349,"Male",20,"28","1-2 Year","Yes",36031,90,0
197351,"Male",75,"29","1-2 Year","Yes",23375,29,0
68714,"Male",30,"28","1-2 Year","Yes",26319,189,0
357847,"Female",24,"28","< 1 Year","No",33282,115,0
191582,"Female",31,"8","< 1 Year","No",63936,215,0
312108,"Male",34,"29","1-2 Year","Yes",24774,35,1
66182,"Male",51,"28","1-2 Year","No",43565,74,0
255461,"Female",72,"28","1-2 Year","Yes",55525,207,0
253261,"Male",25,"3","< 1 Year","No",27973,177,0
347095,"Male",21,"28","< 1 Year","No",27759,66,0
237207,"Female",25,"8","< 1 Year","No",27128,98,0
13610,"Male",58,"28","1-2 Year","No",63233,23,0
305417,"Male",75,"28","1-2 Year","Yes",41554,131,0
154058,"Female",22,"46","< 1 Year","No",16634,48,0
292987,"Male",21,"29","1-2 Year","Yes",35015,145,1
217949,"Female",45,"28","1-2 Year","Yes",53394,288,1
339945,"Female",22,"41","< 1 Year","No",34715,248,0
166915,"Female",25,"30","< 1 Year","No",25334,274,0
131246,"Male",30,"28","< 1 Year","Yes",52276,12,0
156648,"Male",23,"30","< 1 Year","No",24940,83,0
369770,"Female",31,"28","< 1 Year","No",28515,183,0
128765,"Female",58,"50","1-2 Year","Yes",30974,75,0
296122,"Male",45,"28","1-2 Year","No",38468,209,0
229433,"Male",29,"28","< 1 Year","No",28294,91,0
315212,"Male",65,"28","1-2 Year","Yes",36453,296,0
15981,"Female",21,"46","< 1 Year","No",25683,20,0
95401,"Female",29,"15","1-2 Year","Yes",2630,198,1
303336,"Female",24,"15","< 1 Year","Yes",30335,13,0
245653,"Female",23,"15","< 1 Year","Yes",40659,197,0
300909,"Female",57,"28","1-2 Year","Yes",44130,132,0
241377,"Female",64,"28","1-2 Year","Yes",58503,207,0
208281,"Male",50,"29","1-2 Year","Yes",30776,181,0
162019,"Male",38,"8","1-2 Year","Yes",34156,262,1
198135,"Female",41,"28","1-2 Year","Yes",39679,251,0
57980,"Male",21,"3","< 1 Year","No",17416,278,0
32758,"Male",37,"28","1-2 Year","Yes",24994,160,0
141216,"Female",23,"41","< 1 Year","No",31965,145,0
246662,"Male",42,"28","1-2 Year","No",35088,52,0
290527,"Female",29,"41","1-2 Year","Yes",2630,161,0
52609,"Male",46,"28","1-2 Year","Yes",30742,229,0
111908,"Male",23,"11","< 1 Year","No",2630,264,0
137279,"Female",51,"28","1-2 Year","Yes",55582,115,0
61914,"Male",72,"28","1-2 Year","Yes",58919,213,0
126622,"Female",46,"29","1-2 Year","Yes",35125,168,0
359574,"Female",53,"28","1-2 Year","No",38569,157,0
30364,"Female",47,"3","> 2 Years","Yes",24448,99,1
309727,"Male",51,"46","1-2 Year","No",2630,256,0
301557,"Male",42,"28","1-2 Year","Yes",2630,219,0
299080,"Male",27,"50","< 1 Year","No",22078,245,0
